clip_filename,true,class,R_trim,mu_train,sigma_train,Z,pred_calibrated,pred_raw
1_vBCN7D6Tw_29_39.wav,V6,V6,26.370080947875977,19.750724290546618,5.124783933783355,1.2916362412263964,V8,V8
1_vBCN7D6Tw_29_39.wav,V6,V8,23.59299659729004,21.127239840371267,5.189815301191868,0.47511454913482143,V8,V8
1_vBCN7D6Tw_29_39.wav,V6,inline-4,28.22736930847168,21.007468200865247,7.693479567661369,0.9384441778404705,V8,V8
1_vBCN7D6Tw_29_39.wav,V6,inline-6,44.2286491394043,18.97414741061983,4.389802390210916,5.7529928420242795,V8,V8
1_vBCN7D6Tw_29_39.wav,V6,single-cylinder,31.78841781616211,20.58364912358726,3.88973965622764,2.880596050852795,V8,V8
-h_Jo-4R1qw_20_30.wav,V6,V6,19.229385375976562,19.750724290546618,5.124783933783355,-0.10172895507521983,V8,V8
-h_Jo-4R1qw_20_30.wav,V6,V8,18.7176456451416,21.127239840371267,5.189815301191868,-0.46429286118839136,V8,V8
-h_Jo-4R1qw_20_30.wav,V6,inline-4,27.133533477783203,21.007468200865247,7.693479567661369,0.796267179634576,V8,V8
-h_Jo-4R1qw_20_30.wav,V6,inline-6,22.044401168823242,18.97414741061983,4.389802390210916,0.6994059151842364,V8,V8
-h_Jo-4R1qw_20_30.wav,V6,single-cylinder,23.17576789855957,20.58364912358726,3.88973965622764,0.6663990405687477,V8,V8
44uH0cqsoTA_30_40.wav,single-cylinder,V6,16.72524642944336,19.750724290546618,5.124783933783355,-0.5903620328573949,single-cylinder,inline-6
44uH0cqsoTA_30_40.wav,single-cylinder,V8,17.464590072631836,21.127239840371267,5.189815301191868,-0.7057379800969573,single-cylinder,inline-6
44uH0cqsoTA_30_40.wav,single-cylinder,inline-4,20.41644287109375,21.007468200865247,7.693479567661369,-0.07682158957772532,single-cylinder,inline-6
44uH0cqsoTA_30_40.wav,single-cylinder,inline-6,16.58932876586914,18.97414741061983,4.389802390210916,-0.543263325490172,single-cylinder,inline-6
44uH0cqsoTA_30_40.wav,single-cylinder,single-cylinder,17.6276912689209,20.58364912358726,3.88973965622764,-0.7599371978362992,single-cylinder,inline-6
490glKBS92E_4_14.wav,single-cylinder,V6,28.35942268371582,19.750724290546618,5.124783933783355,1.6798168477736892,inline-4,V6
490glKBS92E_4_14.wav,single-cylinder,V8,34.256614685058594,21.127239840371267,5.189815301191868,2.5298347017613705,inline-4,V6
490glKBS92E_4_14.wav,single-cylinder,inline-4,32.404239654541016,21.007468200865247,7.693479567661369,1.481354613792795,inline-4,V6
490glKBS92E_4_14.wav,single-cylinder,inline-6,30.29583168029785,18.97414741061983,4.389802390210916,2.5790874538965416,inline-4,V6
490glKBS92E_4_14.wav,single-cylinder,single-cylinder,42.90659713745117,20.58364912358726,3.88973965622764,5.7389311333790465,inline-4,V6
1llNz7oLjM8_11_21.wav,inline-4,V6,23.41154670715332,19.750724290546618,5.124783933783355,0.714336928914018,inline-4,V6
1llNz7oLjM8_11_21.wav,inline-4,V8,26.840335845947266,21.127239840371267,5.189815301191868,1.1008283867566455,inline-4,V6
1llNz7oLjM8_11_21.wav,inline-4,inline-4,24.910451889038086,21.007468200865247,7.693479567661369,0.5073105938408634,inline-4,V6
1llNz7oLjM8_11_21.wav,inline-4,inline-6,31.456777572631836,18.97414741061983,4.389802390210916,2.843551725664867,inline-4,V6
1llNz7oLjM8_11_21.wav,inline-4,single-cylinder,30.831892013549805,20.58364912358726,3.88973965622764,2.6346860704558126,inline-4,V6
42UW0kaXlOQ_13_23.wav,V6,V6,29.214590072631836,19.750724290546618,5.124783933783355,1.8466858123906404,single-cylinder,single-cylinder
42UW0kaXlOQ_13_23.wav,V6,V8,31.08339500427246,21.127239840371267,5.189815301191868,1.9184025993400402,single-cylinder,single-cylinder
42UW0kaXlOQ_13_23.wav,V6,inline-4,27.528593063354492,21.007468200865247,7.693479567661369,0.8476171029166076,single-cylinder,single-cylinder
42UW0kaXlOQ_13_23.wav,V6,inline-6,33.16185760498047,18.97414741061983,4.389802390210916,3.231970128313445,single-cylinder,single-cylinder
42UW0kaXlOQ_13_23.wav,V6,single-cylinder,19.009517669677734,20.58364912358726,3.88973965622764,-0.40468812646349595,single-cylinder,single-cylinder
1XajRAh041I_30_40.wav,inline-6,V6,43.89234161376953,19.750724290546618,5.124783933783355,4.71075807978512,inline-4,single-cylinder
1XajRAh041I_30_40.wav,inline-6,V8,46.98008346557617,21.127239840371267,5.189815301191868,4.981457359237363,inline-4,single-cylinder
1XajRAh041I_30_40.wav,inline-6,inline-4,46.8838996887207,21.007468200865247,7.693479567661369,3.3634236966877733,inline-4,single-cylinder
1XajRAh041I_30_40.wav,inline-6,inline-6,45.250118255615234,18.97414741061983,4.389802390210916,5.985684208380262,inline-4,single-cylinder
1XajRAh041I_30_40.wav,inline-6,single-cylinder,36.41189193725586,20.58364912358726,3.88973965622764,4.069229360460385,inline-4,single-cylinder
4Mhv2oHk2g4_30_40.wav,V8,V6,22.067468643188477,19.750724290546618,5.124783933783355,0.4520667373641896,single-cylinder,inline-6
4Mhv2oHk2g4_30_40.wav,V8,V8,23.67974281311035,21.127239840371267,5.189815301191868,0.49182925106272835,single-cylinder,inline-6
4Mhv2oHk2g4_30_40.wav,V8,inline-4,25.223283767700195,21.007468200865247,7.693479567661369,0.5479725434711791,single-cylinder,inline-6
4Mhv2oHk2g4_30_40.wav,V8,inline-6,20.75567054748535,18.97414741061983,4.389802390210916,0.40583219436898776,single-cylinder,inline-6
4Mhv2oHk2g4_30_40.wav,V8,single-cylinder,21.93050193786621,20.58364912358726,3.88973965622764,0.34625783042383856,single-cylinder,inline-6
0VDcpGUt5Oo_30_40.wav,inline-6,V6,33.96039962768555,19.750724290546618,5.124783933783355,2.772736474501215,inline-6,inline-6
0VDcpGUt5Oo_30_40.wav,inline-6,V8,36.9464225769043,21.127239840371267,5.189815301191868,3.048120562768404,inline-6,inline-6
0VDcpGUt5Oo_30_40.wav,inline-6,inline-4,20.477184295654297,21.007468200865247,7.693479567661369,-0.06892640716691263,inline-6,inline-6
0VDcpGUt5Oo_30_40.wav,inline-6,inline-6,18.52094078063965,18.97414741061983,4.389802390210916,-0.10324078163308957,inline-6,inline-6
0VDcpGUt5Oo_30_40.wav,inline-6,single-cylinder,32.30360412597656,20.58364912358726,3.88973965622764,3.0130435551451757,inline-6,inline-6
22SjMzMC25w_20_30.wav,inline-4,V6,27.000268936157227,19.750724290546618,5.124783933783355,1.4146049354043022,inline-4,single-cylinder
22SjMzMC25w_20_30.wav,inline-4,V8,27.00503158569336,21.127239840371267,5.189815301191868,1.132562799291186,inline-4,single-cylinder
22SjMzMC25w_20_30.wav,inline-4,inline-4,25.7657413482666,21.007468200865247,7.693479567661369,0.618481287375116,inline-4,single-cylinder
22SjMzMC25w_20_30.wav,inline-4,inline-6,25.815950393676758,18.97414741061983,4.389802390210916,1.558567419415935,inline-4,single-cylinder
22SjMzMC25w_20_30.wav,inline-4,single-cylinder,23.226715087890625,20.58364912358726,3.88973965622764,0.6794968809986299,inline-4,single-cylinder
0xQcOgG7X5U_30_40.wav,inline-6,V6,39.87309646606445,19.750724290546618,5.124783933783355,3.926482059637304,V8,V8
0xQcOgG7X5U_30_40.wav,inline-6,V8,29.011795043945312,21.127239840371267,5.189815301191868,1.5192361858741517,V8,V8
0xQcOgG7X5U_30_40.wav,inline-6,inline-4,62.66901779174805,21.007468200865247,7.693479567661369,5.415176478274173,V8,V8
0xQcOgG7X5U_30_40.wav,inline-6,inline-6,32.21303939819336,18.97414741061983,4.389802390210916,3.01582868903068,V8,V8
0xQcOgG7X5U_30_40.wav,inline-6,single-cylinder,36.707237243652344,20.58364912358726,3.88973965622764,4.145158685427835,V8,V8
0S3mGlU-mek_30_40.wav,V8,V6,19.532733917236328,19.750724290546618,5.124783933783355,-0.04253650029482492,inline-4,inline-4
0S3mGlU-mek_30_40.wav,V8,V8,23.019229888916016,21.127239840371267,5.189815301191868,0.36455826243185246,inline-4,inline-4
0S3mGlU-mek_30_40.wav,V8,inline-4,17.762941360473633,21.007468200865247,7.693479567661369,-0.4217242421790004,inline-4,inline-4
0S3mGlU-mek_30_40.wav,V8,inline-6,18.330780029296875,18.97414741061983,4.389802390210916,-0.14655953141709452,inline-4,inline-4
0S3mGlU-mek_30_40.wav,V8,single-cylinder,24.956453323364258,20.58364912358726,3.88973965622764,1.124189428147447,inline-4,inline-4
-YNzGGdFf0s_30_40.wav,single-cylinder,V6,13.682516098022461,19.750724290546618,5.124783933783355,-1.1840905433147348,single-cylinder,inline-4
-YNzGGdFf0s_30_40.wav,single-cylinder,V8,14.028726577758789,21.127239840371267,5.189815301191868,-1.3677776280366407,single-cylinder,inline-4
-YNzGGdFf0s_30_40.wav,single-cylinder,inline-4,13.553914070129395,21.007468200865247,7.693479567661369,-0.9688144441256444,single-cylinder,inline-4
-YNzGGdFf0s_30_40.wav,single-cylinder,inline-6,15.690153121948242,18.97414741061983,4.389802390210916,-0.7480961548507884,single-cylinder,inline-4
-YNzGGdFf0s_30_40.wav,single-cylinder,single-cylinder,14.001736640930176,20.58364912358726,3.88973965622764,-1.6921215979375794,single-cylinder,inline-4
-tyB1KS6JAE_11_21.wav,inline-4,V6,22.324459075927734,19.750724290546618,5.124783933783355,0.5022133261881863,single-cylinder,single-cylinder
-tyB1KS6JAE_11_21.wav,inline-4,V8,25.911130905151367,21.127239840371267,5.189815301191868,0.9217844541946328,single-cylinder,single-cylinder
-tyB1KS6JAE_11_21.wav,inline-4,inline-4,23.518068313598633,21.007468200865247,7.693479567661369,0.32632830056329726,single-cylinder,single-cylinder
-tyB1KS6JAE_11_21.wav,inline-4,inline-6,23.4931583404541,18.97414741061983,4.389802390210916,1.0294337940840999,single-cylinder,single-cylinder
-tyB1KS6JAE_11_21.wav,inline-4,single-cylinder,21.383621215820312,20.58364912358726,3.88973965622764,0.2056621169882828,single-cylinder,single-cylinder
1O7LB9rRIZs_16_26.wav,single-cylinder,V6,15.316482543945312,19.750724290546618,5.124783933783355,-0.8652543802617919,single-cylinder,single-cylinder
1O7LB9rRIZs_16_26.wav,single-cylinder,V8,16.163236618041992,21.127239840371267,5.189815301191868,-0.9564893804966943,single-cylinder,single-cylinder
1O7LB9rRIZs_16_26.wav,single-cylinder,inline-4,19.05459976196289,21.007468200865247,7.693479567661369,-0.25383422698761793,single-cylinder,single-cylinder
