clip_filename,true,class,R_trim,mu_train,sigma_train,Z,pred_calibrated,pred_raw
1_vBCN7D6Tw_29_39.wav,V6,V6,26.04419708251953,19.40823615224738,5.070318993507521,1.3087856876006057,V8,V8
1_vBCN7D6Tw_29_39.wav,V6,V8,23.31203842163086,20.789716357276554,5.171742772421626,0.4877122036704175,V8,V8
1_vBCN7D6Tw_29_39.wav,V6,inline-4,27.838655471801758,20.70365842183431,7.663684634115678,0.9310139170139228,V8,V8
1_vBCN7D6Tw_29_39.wav,V6,inline-6,43.75212097167969,18.642642339070637,4.3448349731635565,5.779155891466774,V8,V8
1_vBCN7D6Tw_29_39.wav,V6,single-cylinder,31.377124786376953,20.210200705179354,3.87966802732685,2.878319485724602,V8,V8
-h_Jo-4R1qw_20_30.wav,V6,V6,18.990589141845703,19.40823615224738,5.070318993507521,-0.08237095357046928,V8,V8
-h_Jo-4R1qw_20_30.wav,V6,V8,18.500524520874023,20.789716357276554,5.171742772421626,-0.44263451164077033,V8,V8
-h_Jo-4R1qw_20_30.wav,V6,inline-4,26.886648178100586,20.70365842183431,7.663684634115678,0.8067907346737709,V8,V8
-h_Jo-4R1qw_20_30.wav,V6,inline-6,21.705595016479492,18.642642339070637,4.3448349731635565,0.7049641002080826,V8,V8
-h_Jo-4R1qw_20_30.wav,V6,single-cylinder,22.972970962524414,20.210200705179354,3.87966802732685,0.7121151185836514,V8,V8
44uH0cqsoTA_30_40.wav,single-cylinder,V6,16.423053741455078,19.40823615224738,5.070318993507521,-0.5887563316262329,single-cylinder,inline-6
44uH0cqsoTA_30_40.wav,single-cylinder,V8,17.12290382385254,20.789716357276554,5.171742772421626,-0.7090090700135613,single-cylinder,inline-6
44uH0cqsoTA_30_40.wav,single-cylinder,inline-4,20.18339729309082,20.70365842183431,7.663684634115678,-0.06788655243295015,single-cylinder,inline-6
44uH0cqsoTA_30_40.wav,single-cylinder,inline-6,16.239717483520508,18.642642339070637,4.3448349731635565,-0.553053193134402,single-cylinder,inline-6
44uH0cqsoTA_30_40.wav,single-cylinder,single-cylinder,17.258365631103516,20.210200705179354,3.87966802732685,-0.7608473336595495,single-cylinder,inline-6
490glKBS92E_4_14.wav,single-cylinder,V6,28.095260620117188,19.40823615224738,5.070318993507521,1.7133092570691177,inline-4,V6
490glKBS92E_4_14.wav,single-cylinder,V8,33.94028854370117,20.789716357276554,5.171742772421626,2.542773831782622,inline-4,V6
490glKBS92E_4_14.wav,single-cylinder,inline-4,32.120811462402344,20.70365842183431,7.663684634115678,1.4897733382377725,inline-4,V6
490glKBS92E_4_14.wav,single-cylinder,inline-6,30.017732620239258,18.642642339070637,4.3448349731635565,2.6180718833806944,inline-4,V6
490glKBS92E_4_14.wav,single-cylinder,single-cylinder,42.5080451965332,20.210200705179354,3.87966802732685,5.747358880784809,inline-4,V6
1llNz7oLjM8_11_21.wav,inline-4,V6,23.176280975341797,19.40823615224738,5.070318993507521,0.7431573492554119,inline-4,V6
1llNz7oLjM8_11_21.wav,inline-4,V8,26.451923370361328,20.789716357276554,5.171742772421626,1.0948353895863796,inline-4,V6
1llNz7oLjM8_11_21.wav,inline-4,inline-4,24.656156539916992,20.70365842183431,7.663684634115678,0.5157438369120426,inline-4,V6
1llNz7oLjM8_11_21.wav,inline-4,inline-6,31.183351516723633,18.642642339070637,4.3448349731635565,2.886348792327518,inline-4,V6
1llNz7oLjM8_11_21.wav,inline-4,single-cylinder,30.12036895751953,20.210200705179354,3.87966802732685,2.5543856284962696,inline-4,V6
42UW0kaXlOQ_13_23.wav,V6,V6,28.843276977539062,19.40823615224738,5.070318993507521,1.8608377179765478,single-cylinder,single-cylinder
42UW0kaXlOQ_13_23.wav,V6,V8,30.605186462402344,20.789716357276554,5.171742772421626,1.8979037699761268,single-cylinder,single-cylinder
42UW0kaXlOQ_13_23.wav,V6,inline-4,27.175954818725586,20.70365842183431,7.663684634115678,0.8445410668491219,single-cylinder,single-cylinder
42UW0kaXlOQ_13_23.wav,V6,inline-6,32.643550872802734,18.642642339070637,4.3448349731635565,3.222425850512286,single-cylinder,single-cylinder
42UW0kaXlOQ_13_23.wav,V6,single-cylinder,18.772533416748047,20.210200705179354,3.87966802732685,-0.3705645117842418,single-cylinder,single-cylinder
1XajRAh041I_30_40.wav,inline-6,V6,43.56645584106445,19.40823615224738,5.070318993507521,4.76463506926317,inline-4,single-cylinder
1XajRAh041I_30_40.wav,inline-6,V8,46.644805908203125,20.789716357276554,5.171742772421626,4.999299208924139,inline-4,single-cylinder
1XajRAh041I_30_40.wav,inline-6,inline-4,46.580745697021484,20.70365842183431,7.663684634115678,3.376585612616765,inline-4,single-cylinder
1XajRAh041I_30_40.wav,inline-6,inline-6,44.89590835571289,18.642642339070637,4.3448349731635565,6.042408095773257,inline-4,single-cylinder
1XajRAh041I_30_40.wav,inline-6,single-cylinder,36.05222702026367,20.210200705179354,3.87966802732685,4.083345843896782,inline-4,single-cylinder
4Mhv2oHk2g4_30_40.wav,V8,V6,21.433090209960938,19.40823615224738,5.070318993507521,0.39935437204372304,inline-6,inline-6
4Mhv2oHk2g4_30_40.wav,V8,V8,23.12183380126953,20.789716357276554,5.171742772421626,0.4509345392096875,inline-6,inline-6
