clip_filename,true,class,R_trim,mu_train,sigma_train,Z,pred_calibrated,pred_raw
1_vBCN7D6Tw_29_39.wav,V6,V6,25.11429214477539,18.532111996098568,4.92120473061904,1.3375139846800985,V6,V8
1_vBCN7D6Tw_29_39.wav,V6,V8,21.891515731811523,16.304216884431384,4.138697365665159,1.3500138699999307,V6,V8
1_vBCN7D6Tw_29_39.wav,V6,inline-4,25.861934661865234,17.121062119801838,4.195785412231308,2.0832506153871733,V6,V8
1_vBCN7D6Tw_29_39.wav,V6,inline-6,42.675926208496094,17.8376072929019,4.25324051294242,5.839857595640854,V6,V8
1_vBCN7D6Tw_29_39.wav,V6,single-cylinder,28.190872192382812,16.891691393968536,3.3253903084019947,3.3978510040958354,V6,V8
-h_Jo-4R1qw_20_30.wav,V6,V6,18.435565948486328,18.532111996098568,4.92120473061904,-0.019618376575870466,V8,V8
-h_Jo-4R1qw_20_30.wav,V6,V8,16.11665916442871,16.304216884431384,4.138697365665159,-0.04531805624606931,V8,V8
-h_Jo-4R1qw_20_30.wav,V6,inline-4,20.022663116455078,17.121062119801838,4.195785412231308,0.6915513334391847,V8,V8
-h_Jo-4R1qw_20_30.wav,V6,inline-6,20.948768615722656,17.8376072929019,4.25324051294242,0.7314802239265876,V8,V8
-h_Jo-4R1qw_20_30.wav,V6,single-cylinder,21.606765747070312,16.891691393968536,3.3253903084019947,1.4179010329068982,V8,V8
44uH0cqsoTA_30_40.wav,single-cylinder,V6,15.619876861572266,18.532111996098568,4.92120473061904,-0.5917728064444844,inline-6,inline-6
44uH0cqsoTA_30_40.wav,single-cylinder,V8,15.681629180908203,16.304216884431384,4.138697365665159,-0.15043083572338464,inline-6,inline-6
44uH0cqsoTA_30_40.wav,single-cylinder,inline-4,15.64499568939209,17.121062119801838,4.195785412231308,-0.35179740749057514,inline-6,inline-6
44uH0cqsoTA_30_40.wav,single-cylinder,inline-6,15.31602668762207,17.8376072929019,4.25324051294242,-0.5928610426818736,inline-6,inline-6
44uH0cqsoTA_30_40.wav,single-cylinder,single-cylinder,15.739423751831055,16.891691393968536,3.3253903084019947,-0.3465059843429927,inline-6,inline-6
490glKBS92E_4_14.wav,single-cylinder,V6,27.23296356201172,18.532111996098568,4.92120473061904,1.7680328379304528,V6,V6
490glKBS92E_4_14.wav,single-cylinder,V8,30.151376724243164,16.304216884431384,4.138697365665159,3.345777334358514,V6,V6
490glKBS92E_4_14.wav,single-cylinder,inline-4,29.90214729309082,17.121062119801838,4.195785412231308,3.046172269923603,V6,V6
490glKBS92E_4_14.wav,single-cylinder,inline-6,29.243873596191406,17.8376072929019,4.25324051294242,2.681782576974133,V6,V6
490glKBS92E_4_14.wav,single-cylinder,single-cylinder,30.72940444946289,16.891691393968536,3.3253903084019947,4.1612297421243225,V6,V6
1llNz7oLjM8_11_21.wav,inline-4,V6,22.58953857421875,18.532111996098568,4.92120473061904,0.8244783137908178,V6,V8
1llNz7oLjM8_11_21.wav,inline-4,V8,21.396114349365234,16.304216884431384,4.138697365665159,1.230314037256381,V6,V8
1llNz7oLjM8_11_21.wav,inline-4,inline-4,23.554176330566406,17.121062119801838,4.195785412231308,1.533232417466139,V6,V8
1llNz7oLjM8_11_21.wav,inline-4,inline-6,30.445688247680664,17.8376072929019,4.25324051294242,2.9643470470134337,V6,V8
1llNz7oLjM8_11_21.wav,inline-4,single-cylinder,24.567781448364258,16.891691393968536,3.3253903084019947,2.308327547296077,V6,V8
42UW0kaXlOQ_13_23.wav,V6,V6,27.781755447387695,18.532111996098568,4.92120473061904,1.8795485978746531,single-cylinder,single-cylinder
42UW0kaXlOQ_13_23.wav,V6,V8,23.934606552124023,16.304216884431384,4.138697365665159,1.8436693948667848,single-cylinder,single-cylinder
42UW0kaXlOQ_13_23.wav,V6,inline-4,25.050630569458008,17.121062119801838,4.195785412231308,1.8898889410646114,single-cylinder,single-cylinder
42UW0kaXlOQ_13_23.wav,V6,inline-6,31.01456069946289,17.8376072929019,4.25324051294242,3.098097407485919,single-cylinder,single-cylinder
42UW0kaXlOQ_13_23.wav,V6,single-cylinder,16.12447738647461,16.891691393968536,3.3253903084019947,-0.23071397229837018,single-cylinder,single-cylinder
1XajRAh041I_30_40.wav,inline-6,V6,42.6109504699707,18.532111996098568,4.92120473061904,4.892874771914488,V6,single-cylinder
1XajRAh041I_30_40.wav,inline-6,V8,44.30792999267578,16.304216884431384,4.138697365665159,6.76631090269238,V6,single-cylinder
1XajRAh041I_30_40.wav,inline-6,inline-4,43.50229263305664,17.121062119801838,4.195785412231308,6.287554753479476,V6,single-cylinder
1XajRAh041I_30_40.wav,inline-6,inline-6,43.91838073730469,17.8376072929019,4.25324051294242,6.131977104290285,V6,single-cylinder
1XajRAh041I_30_40.wav,inline-6,single-cylinder,34.95615768432617,16.891691393968536,3.3253903084019947,5.432284518516702,V6,single-cylinder
4Mhv2oHk2g4_30_40.wav,V8,V6,20.27804183959961,18.532111996098568,4.92120473061904,0.3547769172532313,inline-6,inline-6
4Mhv2oHk2g4_30_40.wav,V8,V8,21.49384307861328,16.304216884431384,4.138697365665159,1.253927440366937,inline-6,inline-6
4Mhv2oHk2g4_30_40.wav,V8,inline-4,20.255455017089844,17.121062119801838,4.195785412231308,0.7470336514710231,inline-6,inline-6
4Mhv2oHk2g4_30_40.wav,V8,inline-6,18.30190086364746,17.8376072929019,4.25324051294242,0.10916231267259309,inline-6,inline-6
4Mhv2oHk2g4_30_40.wav,V8,single-cylinder,18.31740379333496,16.891691393968536,3.3253903084019947,0.4287353564976096,inline-6,inline-6
0VDcpGUt5Oo_30_40.wav,inline-6,V6,32.630558013916016,18.532111996098568,4.92120473061904,2.8648363133723964,inline-6,inline-6
0VDcpGUt5Oo_30_40.wav,inline-6,V8,25.203109741210938,16.304216884431384,4.138697365665159,2.150167569778166,inline-6,inline-6
0VDcpGUt5Oo_30_40.wav,inline-6,inline-4,18.78520965576172,17.121062119801838,4.195785412231308,0.39662360498910537,inline-6,inline-6
0VDcpGUt5Oo_30_40.wav,inline-6,inline-6,17.220983505249023,17.8376072929019,4.25324051294242,-0.14497740858447067,inline-6,inline-6
0VDcpGUt5Oo_30_40.wav,inline-6,single-cylinder,29.54844093322754,16.891691393968536,3.3253903084019947,3.806094432668616,inline-6,inline-6
22SjMzMC25w_20_30.wav,inline-4,V6,26.027565002441406,18.532111996098568,4.92120473061904,1.523093107609848,single-cylinder,single-cylinder
22SjMzMC25w_20_30.wav,inline-4,V8,23.52657699584961,16.304216884431384,4.138697365665159,1.745080510436759,single-cylinder,single-cylinder
22SjMzMC25w_20_30.wav,inline-4,inline-4,24.119874954223633,17.121062119801838,4.195785412231308,1.6680578596844504,single-cylinder,single-cylinder
22SjMzMC25w_20_30.wav,inline-4,inline-6,24.383262634277344,17.8376072929019,4.25324051294242,1.5389807657143555,single-cylinder,single-cylinder
22SjMzMC25w_20_30.wav,inline-4,single-cylinder,21.30988311767578,16.891691393968536,3.3253903084019947,1.3286235039971572,single-cylinder,single-cylinder
0xQcOgG7X5U_30_40.wav,inline-6,V6,38.77415466308594,18.532111996098568,4.92120473061904,4.113229132908095,V8,V8
0xQcOgG7X5U_30_40.wav,inline-6,V8,23.738994598388672,16.304216884431384,4.138697365665159,1.7964052592094741,V8,V8
0xQcOgG7X5U_30_40.wav,inline-6,inline-4,41.91500473022461,17.121062119801838,4.195785412231308,5.909249443058962,V8,V8
0xQcOgG7X5U_30_40.wav,inline-6,inline-6,30.83484649658203,17.8376072929019,4.25324051294242,3.0558439298530415,V8,V8
0xQcOgG7X5U_30_40.wav,inline-6,single-cylinder,33.34246826171875,16.891691393968536,3.3253903084019947,4.947021354511489,V8,V8
0S3mGlU-mek_30_40.wav,V8,V6,18.09418487548828,18.532111996098568,4.92120473061904,-0.08898778745894592,inline-6,inline-4
0S3mGlU-mek_30_40.wav,V8,V8,17.313766479492188,16.304216884431384,4.138697365665159,0.24392931056908826,inline-6,inline-4
0S3mGlU-mek_30_40.wav,V8,inline-4,16.940187454223633,17.121062119801838,4.195785412231308,-0.043108654949542934,inline-6,inline-4
0S3mGlU-mek_30_40.wav,V8,inline-6,17.354469299316406,17.8376072929019,4.25324051294242,-0.11359291629883775,inline-6,inline-4
0S3mGlU-mek_30_40.wav,V8,single-cylinder,21.310503005981445,16.891691393968536,3.3253903084019947,1.3288099146882866,inline-6,inline-4
-YNzGGdFf0s_30_40.wav,single-cylinder,V6,12.987164497375488,18.532111996098568,4.92120473061904,-1.1267459498734527,single-cylinder,inline-4
-YNzGGdFf0s_30_40.wav,single-cylinder,V8,12.958373069763184,16.304216884431384,4.138697365665159,-0.8084292034555336,single-cylinder,inline-4
-YNzGGdFf0s_30_40.wav,single-cylinder,inline-4,12.49393367767334,17.121062119801838,4.195785412231308,-1.1028038823529356,single-cylinder,inline-4
-YNzGGdFf0s_30_40.wav,single-cylinder,inline-6,14.85353946685791,17.8376072929019,4.25324051294242,-0.7015986556517567,single-cylinder,inline-4
-YNzGGdFf0s_30_40.wav,single-cylinder,single-cylinder,12.745818138122559,16.891691393968536,3.3253903084019947,-1.2467328257290384,single-cylinder,inline-4
-tyB1KS6JAE_11_21.wav,inline-4,V6,21.177490234375,18.532111996098568,4.92120473061904,0.5375468778645324,inline-4,inline-4
-tyB1KS6JAE_11_21.wav,inline-4,V8,19.85638999938965,16.304216884431384,4.138697365665159,0.8582828849548825,inline-4,inline-4
-tyB1KS6JAE_11_21.wav,inline-4,inline-4,17.688875198364258,17.121062119801838,4.195785412231308,0.1353293895600963,inline-4,inline-4
-tyB1KS6JAE_11_21.wav,inline-4,inline-6,21.870298385620117,17.8376072929019,4.25324051294242,0.9481455564167883,inline-4,inline-4
-tyB1KS6JAE_11_21.wav,inline-4,single-cylinder,18.591693878173828,16.891691393968536,3.3253903084019947,0.5112189326798823,inline-4,inline-4
1O7LB9rRIZs_16_26.wav,single-cylinder,V6,14.55235481262207,18.532111996098568,4.92120473061904,-0.8086957160540407,single-cylinder,single-cylinder
1O7LB9rRIZs_16_26.wav,single-cylinder,V8,14.899578094482422,16.304216884431384,4.138697365665159,-0.33939152004732587,single-cylinder,single-cylinder
1O7LB9rRIZs_16_26.wav,single-cylinder,inline-4,14.705071449279785,17.121062119801838,4.195785412231308,-0.5758136875825676,single-cylinder,single-cylinder
1O7LB9rRIZs_16_26.wav,single-cylinder,inline-6,14.98046875,17.8376072929019,4.25324051294242,-0.6717556964408092,single-cylinder,single-cylinder
1O7LB9rRIZs_16_26.wav,single-cylinder,single-cylinder,13.173242568969727,16.891691393968536,3.3253903084019947,-1.1181992127672067,single-cylinder,single-cylinder
0kSRn21ZwYA_7_17.wav,V6,V6,23.497682571411133,18.532111996098568,4.92120473061904,1.0090152406010438,V8,V8
0kSRn21ZwYA_7_17.wav,V6,V8,20.35125160217285,16.304216884431384,4.138697365665159,0.9778522951003548,V8,V8
0kSRn21ZwYA_7_17.wav,V6,inline-4,21.622507095336914,17.121062119801838,4.195785412231308,1.0728491887151157,V8,V8
0kSRn21ZwYA_7_17.wav,V6,inline-6,32.76263427734375,17.8376072929019,4.25324051294242,3.50909546239524,V8,V8
0kSRn21ZwYA_7_17.wav,V6,single-cylinder,21.044851303100586,16.891691393968536,3.3253903084019947,1.248924043183321,V8,V8
0yQx2Xc6ktk_27_37.wav,single-cylinder,V6,25.37586784362793,18.532111996098568,4.92120473061904,1.390666761930972,V6,V8
0yQx2Xc6ktk_27_37.wav,single-cylinder,V8,24.59947967529297,16.304216884431384,4.138697365665159,2.0043173148342524,V6,V8
0yQx2Xc6ktk_27_37.wav,single-cylinder,inline-4,27.919145584106445,17.121062119801838,4.195785412231308,2.5735547468244366,V6,V8
0yQx2Xc6ktk_27_37.wav,single-cylinder,inline-6,29.197879791259766,17.8376072929019,4.25324051294242,2.6709687504830883,V6,V8
0yQx2Xc6ktk_27_37.wav,single-cylinder,single-cylinder,29.538394927978516,16.891691393968536,3.3253903084019947,3.803073432329606,V6,V8
-cL8__7nd84_17_27.wav,V8,V6,9.929045677185059,18.532111996098568,4.92120473061904,-1.7481626532191288,V6,inline-4
-cL8__7nd84_17_27.wav,V8,V8,10.763081550598145,16.304216884431384,4.138697365665159,-1.3388597532650672,V6,inline-4
-cL8__7nd84_17_27.wav,V8,inline-4,9.917571067810059,17.121062119801838,4.195785412231308,-1.716839719922898,V6,inline-4
-cL8__7nd84_17_27.wav,V8,inline-6,10.563270568847656,17.8376072929019,4.25324051294242,-1.7103045788073268,V6,inline-4
-cL8__7nd84_17_27.wav,V8,single-cylinder,11.8289155960083,16.891691393968536,3.3253903084019947,-1.5224606221917858,V6,inline-4
-pQBAic4UTA_0_10.wav,inline-4,V6,21.831628799438477,18.532111996098568,4.92120473061904,0.6704693228490946,V8,V8
-pQBAic4UTA_0_10.wav,inline-4,V8,12.372827529907227,16.304216884431384,4.138697365665159,-0.9499098405066193,V8,V8
-pQBAic4UTA_0_10.wav,inline-4,inline-4,13.673666000366211,17.121062119801838,4.195785412231308,-0.821633086712676,V8,V8
-pQBAic4UTA_0_10.wav,inline-4,inline-6,17.46123504638672,17.8376072929019,4.25324051294242,-0.08849070382215576,V8,V8
-pQBAic4UTA_0_10.wav,inline-4,single-cylinder,16.39270782470703,16.891691393968536,3.3253903084019947,-0.15005263231830657,V8,V8
4nX1nMHxnkE_20_30.wav,inline-6,V6,23.799068450927734,18.532111996098568,4.92120473061904,1.0702575371552636,inline-4,inline-4
4nX1nMHxnkE_20_30.wav,inline-6,V8,17.871431350708008,16.304216884431384,4.138697365665159,0.37867336695799847,inline-4,inline-4
4nX1nMHxnkE_20_30.wav,inline-6,inline-4,17.72993278503418,17.121062119801838,4.195785412231308,0.1451148248567235,inline-4,inline-4
4nX1nMHxnkE_20_30.wav,inline-6,inline-6,25.329452514648438,17.8376072929019,4.25324051294242,1.761444056349315,inline-4,inline-4
4nX1nMHxnkE_20_30.wav,inline-6,single-cylinder,20.83551788330078,16.891691393968536,3.3253903084019947,1.185974013145975,inline-4,inline-4
-UcTQgyfxBQ_30_40.wav,V6,V6,25.614822387695312,18.532111996098568,4.92120473061904,1.4392228690525963,V8,V8
-UcTQgyfxBQ_30_40.wav,V6,V8,21.99420738220215,16.304216884431384,4.138697365665159,1.3748264236412189,V8,V8
-UcTQgyfxBQ_30_40.wav,V6,inline-4,22.92559051513672,17.121062119801838,4.195785412231308,1.3834187941103613,V8,V8
