filename,true,class,Rtrim,Z
1llNz7oLjM8_11_21.wav,inline-4,V6,32.02359390258789,1.459374611765055
1llNz7oLjM8_11_21.wav,inline-4,V8,36.45561218261719,1.8717706537646086
1llNz7oLjM8_11_21.wav,inline-4,inline-4,32.946533203125,1.135596712984408
1llNz7oLjM8_11_21.wav,inline-4,inline-6,32.19093704223633,1.2228521981489202
1llNz7oLjM8_11_21.wav,inline-4,single-cylinder,36.9600944519043,2.353617861707148
4bhLQokXgyg_7_17.wav,V8,V6,31.084157943725586,1.2644446115447274
4bhLQokXgyg_7_17.wav,V8,V8,29.763519287109375,0.8189406525832346
4bhLQokXgyg_7_17.wav,V8,inline-4,35.43505096435547,1.500266019294576
4bhLQokXgyg_7_17.wav,V8,inline-6,33.17131042480469,1.3998248847591117
4bhLQokXgyg_7_17.wav,V8,single-cylinder,30.35243034362793,1.0571751154834823
1XajRAh041I_30_40.wav,inline-6,V6,47.92134475708008,4.758107801967642
1XajRAh041I_30_40.wav,inline-6,V8,52.14629364013672,4.340298875861755
1XajRAh041I_30_40.wav,inline-6,inline-4,53.14224624633789,4.095092032104047
1XajRAh041I_30_40.wav,inline-6,inline-6,53.05335235595703,4.988843557047643
1XajRAh041I_30_40.wav,inline-6,single-cylinder,41.1015625,3.166185831520512
-SamxF9DEf0_6_16.wav,V6,V6,18.97770118713379,-1.2476070040734102
-SamxF9DEf0_6_16.wav,V6,V8,18.223100662231445,-0.9966496484150902
-SamxF9DEf0_6_16.wav,V6,inline-4,18.207576751708984,-1.0242612991263895
-SamxF9DEf0_6_16.wav,V6,inline-6,19.41531753540039,-1.0833463864262527
-SamxF9DEf0_6_16.wav,V6,single-cylinder,18.88435935974121,-1.1928934710258774
4AxXmv8nkQY_0_10.wav,inline-6,V6,25.457918167114258,0.09701759265283944
4AxXmv8nkQY_0_10.wav,inline-6,V8,27.27385711669922,0.4272558587911956
4AxXmv8nkQY_0_10.wav,inline-6,inline-4,23.388046264648438,-0.26511131310800823
4AxXmv8nkQY_0_10.wav,inline-6,inline-6,25.180864334106445,-0.04257526300924915
4AxXmv8nkQY_0_10.wav,inline-6,single-cylinder,26.87762451171875,0.37540819429997474
0eEkV_-5Pkw_22_32.wav,V8,V6,20.950359344482422,-0.8382866545391193
0eEkV_-5Pkw_22_32.wav,V8,V8,20.262100219726562,-0.6758651135848237
0eEkV_-5Pkw_22_32.wav,V8,inline-4,20.966867446899414,-0.6199127188592121
0eEkV_-5Pkw_22_32.wav,V8,inline-6,22.61506462097168,-0.5057421304608511
0eEkV_-5Pkw_22_32.wav,V8,single-cylinder,20.156787872314453,-0.9432393287780111
-CMQLYhy2bk_15_25.wav,single-cylinder,V6,24.745071411132812,-0.05089586221299672
-CMQLYhy2bk_15_25.wav,single-cylinder,V8,24.75013542175293,0.03021266818406088
-CMQLYhy2bk_15_25.wav,single-cylinder,inline-4,23.41300392150879,-0.2614539988801639
-CMQLYhy2bk_15_25.wav,single-cylinder,inline-6,26.478158950805664,0.19160664943796146
