clip_filename,true,class,S,mu_train,sigma_train,Z,pred_calibrated
1_vBCN7D6Tw_29_39.wav,V6,V6,1.8212846517562866,1.5665162142954374,0.34817987880027573,0.7317149926604186,V8
1_vBCN7D6Tw_29_39.wav,V6,V8,1.9697208404541016,1.3883517881234486,0.3019797083321016,1.9251924427031153,V8
1_vBCN7D6Tw_29_39.wav,V6,inline-4,1.9130560159683228,1.6254008497510637,0.4322440676965896,0.6654924560333733,V8
1_vBCN7D6Tw_29_39.wav,V6,inline-6,1.8206713199615479,1.291313662415459,0.3848843843288937,1.3753679782803006,V8
1_vBCN7D6Tw_29_39.wav,V6,single-cylinder,1.8844780921936035,1.418121867063569,0.3747598730003533,1.2444134463926317,V8
-h_Jo-4R1qw_20_30.wav,V6,V6,1.279963731765747,1.5665162142954374,0.34817987880027573,-0.823001270254516,inline-4
-h_Jo-4R1qw_20_30.wav,V6,V8,1.3293489217758179,1.3883517881234486,0.3019797083321016,-0.19538685785715926,inline-4
-h_Jo-4R1qw_20_30.wav,V6,inline-4,1.690840482711792,1.6254008497510637,0.4322440676965896,0.15139509793495454,inline-4
-h_Jo-4R1qw_20_30.wav,V6,inline-6,1.04237961769104,1.291313662415459,0.3848843843288937,-0.6467761615178922,inline-4
-h_Jo-4R1qw_20_30.wav,V6,single-cylinder,1.2003370523452759,1.418121867063569,0.3747598730003533,-0.5811316269660699,inline-4
44uH0cqsoTA_30_40.wav,single-cylinder,V6,1.4545530080795288,1.5665162142954374,0.34817987880027573,-0.3215671353603215,inline-4
44uH0cqsoTA_30_40.wav,single-cylinder,V8,1.0445213317871094,1.3883517881234486,0.3019797083321016,-1.1385879476319396,inline-4
44uH0cqsoTA_30_40.wav,single-cylinder,inline-4,1.7422592639923096,1.6254008497510637,0.4322440676965896,0.27035284686260574,inline-4
44uH0cqsoTA_30_40.wav,single-cylinder,inline-6,0.9981403946876526,1.291313662415459,0.3848843843288937,-0.7617177512644481,inline-4
44uH0cqsoTA_30_40.wav,single-cylinder,single-cylinder,0.9957957863807678,1.418121867063569,0.3747598730003533,-1.1269244951483985,inline-4
490glKBS92E_4_14.wav,single-cylinder,V6,1.452225923538208,1.5665162142954374,0.34817987880027573,-0.3282507052131782,V8
490glKBS92E_4_14.wav,single-cylinder,V8,1.5391926765441895,1.3883517881234486,0.3019797083321016,0.499506702797573,V8
490glKBS92E_4_14.wav,single-cylinder,inline-4,1.3577022552490234,1.6254008497510637,0.4322440676965896,-0.6193227727302189,V8
490glKBS92E_4_14.wav,single-cylinder,inline-6,1.4149411916732788,1.291313662415459,0.3848843843288937,0.32120692418681446,V8
490glKBS92E_4_14.wav,single-cylinder,single-cylinder,1.4827566146850586,1.418121867063569,0.3747598730003533,0.17246976605050976,V8
1llNz7oLjM8_11_21.wav,inline-4,V6,2.0332565307617188,1.5665162142954374,0.34817987880027573,1.340514903028083,inline-4
1llNz7oLjM8_11_21.wav,inline-4,V8,1.9205753803253174,1.3883517881234486,0.3019797083321016,1.7624481960773237,inline-4
1llNz7oLjM8_11_21.wav,inline-4,inline-4,2.506755828857422,1.6254008497510637,0.4322440676965896,2.0390215736286716,inline-4
1llNz7oLjM8_11_21.wav,inline-4,inline-6,1.7473185062408447,1.291313662415459,0.3848843843288937,1.1847839569290441,inline-4
1llNz7oLjM8_11_21.wav,inline-4,single-cylinder,1.8597310781478882,1.418121867063569,0.3747598730003533,1.1783791246078872,inline-4
42UW0kaXlOQ_13_23.wav,V6,V6,1.117447018623352,1.5665162142954374,0.34817987880027573,-1.2897620540837804,inline-6
42UW0kaXlOQ_13_23.wav,V6,V8,1.0796267986297607,1.3883517881234486,0.3019797083321016,-1.0223368689202394,inline-6
42UW0kaXlOQ_13_23.wav,V6,inline-4,1.1392019987106323,1.6254008497510637,0.4322440676965896,-1.1248248093521898,inline-6
42UW0kaXlOQ_13_23.wav,V6,inline-6,1.0297256708145142,1.291313662415459,0.3848843843288937,-0.6796534290604297,inline-6
42UW0kaXlOQ_13_23.wav,V6,single-cylinder,1.0508571863174438,1.418121867063569,0.3747598730003533,-0.9800000138909718,inline-6
1XajRAh041I_30_40.wav,inline-6,V6,1.0407161712646484,1.5665162142954374,0.34817987880027573,-1.5101390834029222,inline-6
1XajRAh041I_30_40.wav,inline-6,V8,1.108361840248108,1.3883517881234486,0.3019797083321016,-0.9271813308973142,inline-6
1XajRAh041I_30_40.wav,inline-6,inline-4,1.2351536750793457,1.6254008497510637,0.4322440676965896,-0.9028398625603556,inline-6
1XajRAh041I_30_40.wav,inline-6,inline-6,0.9626789093017578,1.291313662415459,0.3848843843288937,-0.8538531738218673,inline-6
1XajRAh041I_30_40.wav,inline-6,single-cylinder,1.0067222118377686,1.418121867063569,0.3747598730003533,-1.097768691007675,inline-6
4Mhv2oHk2g4_30_40.wav,V8,V6,1.28512704372406,1.5665162142954374,0.34817987880027573,-0.8081718321603211,V8
4Mhv2oHk2g4_30_40.wav,V8,V8,1.4783897399902344,1.3883517881234486,0.3019797083321016,0.298158947050067,V8
4Mhv2oHk2g4_30_40.wav,V8,inline-4,1.495363712310791,1.6254008497510637,0.4322440676965896,-0.30084192510318325,V8
4Mhv2oHk2g4_30_40.wav,V8,inline-6,1.2186737060546875,1.291313662415459,0.3848843843288937,-0.1887318875964031,V8
4Mhv2oHk2g4_30_40.wav,V8,single-cylinder,1.3428343534469604,1.418121867063569,0.3747598730003533,-0.20089534403417167,V8
0VDcpGUt5Oo_30_40.wav,inline-6,V6,1.7253726720809937,1.5665162142954374,0.34817987880027573,0.45624824252604235,V8
0VDcpGUt5Oo_30_40.wav,inline-6,V8,1.6386770009994507,1.3883517881234486,0.3019797083321016,0.828947131112225,V8
0VDcpGUt5Oo_30_40.wav,inline-6,inline-4,1.7258596420288086,1.6254008497510637,0.4322440676965896,0.23241219437223412,V8
0VDcpGUt5Oo_30_40.wav,inline-6,inline-6,1.5767685174942017,1.291313662415459,0.3848843843288937,0.7416639040227051,V8
0VDcpGUt5Oo_30_40.wav,inline-6,single-cylinder,1.6490156650543213,1.418121867063569,0.3747598730003533,0.6161113145390961,V8
22SjMzMC25w_20_30.wav,inline-4,V6,2.2912886142730713,1.5665162142954374,0.34817987880027573,2.0816033438663486,V6
22SjMzMC25w_20_30.wav,inline-4,V8,1.8284608125686646,1.3883517881234486,0.3019797083321016,1.4574125754211502,V6
