clip_filename,true,class,S,mu_train,sigma_train,Z,pred_calibrated
1_vBCN7D6Tw_29_39.wav,V6,V6,1.7221734523773193,1.145144283771515,0.2609410108251667,2.211339516088639,V8
1_vBCN7D6Tw_29_39.wav,V6,V8,1.697070837020874,1.0022748112678528,0.18267718429399488,3.803408884575528,V8
1_vBCN7D6Tw_29_39.wav,V6,inline-4,1.5823270082473755,0.9824384450912476,0.17709221000505446,3.387436201394778,V8
1_vBCN7D6Tw_29_39.wav,V6,inline-6,1.7060272693634033,0.9883300364017487,0.38739234016371726,1.8526366129447631,V8
1_vBCN7D6Tw_29_39.wav,V6,single-cylinder,1.8248730897903442,1.0258986949920654,0.2991740039212799,2.6706010025139375,V8
-h_Jo-4R1qw_20_30.wav,V6,V6,0.8982145190238953,1.145144283771515,0.2609410108251667,-0.9463049290978077,inline-6
-h_Jo-4R1qw_20_30.wav,V6,V8,0.9108690619468689,1.0022748112678528,0.18267718429399488,-0.5003676275953453,inline-6
-h_Jo-4R1qw_20_30.wav,V6,inline-4,0.923943817615509,0.9824384450912476,0.17709221000505446,-0.33030604493596305,inline-6
-h_Jo-4R1qw_20_30.wav,V6,inline-6,0.8940359950065613,0.9883300364017487,0.38739234016371726,-0.24340708790302212,inline-6
-h_Jo-4R1qw_20_30.wav,V6,single-cylinder,0.8536483645439148,1.0258986949920654,0.2991740039212799,-0.5757530005630902,inline-6
44uH0cqsoTA_30_40.wav,single-cylinder,V6,0.8941270709037781,1.145144283771515,0.2609410108251667,-0.9619691901780861,inline-6
44uH0cqsoTA_30_40.wav,single-cylinder,V8,0.9206613898277283,1.0022748112678528,0.18267718429399488,-0.44676307966723666,inline-6
44uH0cqsoTA_30_40.wav,single-cylinder,inline-4,0.8215869665145874,0.9824384450912476,0.17709221000505446,-0.9082922313300469,inline-6
44uH0cqsoTA_30_40.wav,single-cylinder,inline-6,0.8632934093475342,0.9883300364017487,0.38739234016371726,-0.32276484093973645,inline-6
44uH0cqsoTA_30_40.wav,single-cylinder,single-cylinder,0.8721734881401062,1.0258986949920654,0.2991740039212799,-0.513832100506995,inline-6
490glKBS92E_4_14.wav,single-cylinder,V6,1.3679378032684326,1.145144283771515,0.2609410108251667,0.853807988220724,V8
490glKBS92E_4_14.wav,single-cylinder,V8,1.3434256315231323,1.0022748112678528,0.18267718429399488,1.867506451742995,V8
490glKBS92E_4_14.wav,single-cylinder,inline-4,1.2586854696273804,0.9824384450912476,0.17709221000505446,1.5599050038861018,V8
490glKBS92E_4_14.wav,single-cylinder,inline-6,1.3482409715652466,0.9883300364017487,0.38739234016371726,0.9290605359192045,V8
490glKBS92E_4_14.wav,single-cylinder,single-cylinder,1.3973463773727417,1.0258986949920654,0.2991740039212799,1.24157740148577,V8
1llNz7oLjM8_11_21.wav,inline-4,V6,1.5069233179092407,1.145144283771515,0.2609410108251667,1.386439919864194,V8
1llNz7oLjM8_11_21.wav,inline-4,V8,1.5071237087249756,1.0022748112678528,0.18267718429399488,2.7636122124842637,V8
1llNz7oLjM8_11_21.wav,inline-4,inline-4,1.3141027688980103,0.9824384450912476,0.17709221000505446,1.872834066486022,V8
1llNz7oLjM8_11_21.wav,inline-4,inline-6,1.4357094764709473,0.9883300364017487,0.38739234016371726,1.1548484409375002,V8
1llNz7oLjM8_11_21.wav,inline-4,single-cylinder,1.5293633937835693,1.0258986949920654,0.2991740039212799,1.6828490851229774,V8
42UW0kaXlOQ_13_23.wav,V6,V6,1.005588412284851,1.145144283771515,0.2609410108251667,-0.5348177009253933,V8
42UW0kaXlOQ_13_23.wav,V6,V8,0.994949221611023,1.0022748112678528,0.18267718429399488,-0.04010128405001175,V8
42UW0kaXlOQ_13_23.wav,V6,inline-4,0.9471433162689209,0.9824384450912476,0.17709221000505446,-0.19930367813084093,V8
42UW0kaXlOQ_13_23.wav,V6,inline-6,0.9545354247093201,0.9883300364017487,0.38739234016371726,-0.08723613811813245,V8
42UW0kaXlOQ_13_23.wav,V6,single-cylinder,1.0026904344558716,1.0258986949920654,0.2991740039212799,-0.07757445577490922,V8
1XajRAh041I_30_40.wav,inline-6,V6,0.938525378704071,1.145144283771515,0.2609410108251667,-0.7918222759008194,inline-6
1XajRAh041I_30_40.wav,inline-6,V8,0.944704532623291,1.0022748112678528,0.18267718429399488,-0.31514761335444047,inline-6
1XajRAh041I_30_40.wav,inline-6,inline-4,0.9353271126747131,0.9824384450912476,0.17709221000505446,-0.26602713024581826,inline-6
1XajRAh041I_30_40.wav,inline-6,inline-6,0.9417933821678162,0.9883300364017487,0.38739234016371726,-0.12012796694499812,inline-6
1XajRAh041I_30_40.wav,inline-6,single-cylinder,0.9435017108917236,1.0258986949920654,0.2991740039212799,-0.27541491914525595,inline-6
4Mhv2oHk2g4_30_40.wav,V8,V6,0.9210158586502075,1.145144283771515,0.2609410108251667,-0.8589237253759082,inline-6
4Mhv2oHk2g4_30_40.wav,V8,V8,0.9296275973320007,1.0022748112678528,0.18267718429399488,-0.39768082815933886,inline-6
4Mhv2oHk2g4_30_40.wav,V8,inline-4,0.9283214211463928,0.9824384450912476,0.17709221000505446,-0.30558669939976557,inline-6
4Mhv2oHk2g4_30_40.wav,V8,inline-6,0.9469830989837646,0.9883300364017487,0.38739234016371726,-0.10673142737027333,inline-6
4Mhv2oHk2g4_30_40.wav,V8,single-cylinder,0.9404168128967285,1.0258986949920654,0.2991740039212799,-0.2857263030040181,inline-6
0VDcpGUt5Oo_30_40.wav,inline-6,V6,1.5668015480041504,1.145144283771515,0.2609410108251667,1.6159102890697026,V8
0VDcpGUt5Oo_30_40.wav,inline-6,V8,1.541527509689331,1.0022748112678528,0.18267718429399488,2.9519433447891448,V8
0VDcpGUt5Oo_30_40.wav,inline-6,inline-4,1.499969482421875,0.9824384450912476,0.17709221000505446,2.9223817203244367,V8
0VDcpGUt5Oo_30_40.wav,inline-6,inline-6,1.514521598815918,0.9883300364017487,0.38739234016371726,1.3582910859615696,V8
0VDcpGUt5Oo_30_40.wav,inline-6,single-cylinder,1.5823163986206055,1.0258986949920654,0.2991740039212799,1.8598464316269516,V8
22SjMzMC25w_20_30.wav,inline-4,V6,1.6739920377731323,1.145144283771515,0.2609410108251667,2.026694663016965,V8
22SjMzMC25w_20_30.wav,inline-4,V8,1.6629247665405273,1.0022748112678528,0.18267718429399488,3.616488604342869,V8
22SjMzMC25w_20_30.wav,inline-4,inline-4,1.5201683044433594,0.9824384450912476,0.17709221000505446,3.036439939039466,V8
22SjMzMC25w_20_30.wav,inline-4,inline-6,1.6798124313354492,0.9883300364017487,0.38739234016371726,1.7849666171547707,V8
22SjMzMC25w_20_30.wav,inline-4,single-cylinder,1.6983418464660645,1.0258986949920654,0.2991740039212799,2.2476657151365846,V8
0xQcOgG7X5U_30_40.wav,inline-6,V6,0.5672463178634644,1.145144283771515,0.2609410108251667,-2.214668993887084,inline-6
0xQcOgG7X5U_30_40.wav,inline-6,V8,0.619162917137146,1.0022748112678528,0.18267718429399488,-2.0972071340564273,inline-6
0xQcOgG7X5U_30_40.wav,inline-6,inline-4,0.5983490347862244,0.9824384450912476,0.17709221000505446,-2.1688667745128978,inline-6
0xQcOgG7X5U_30_40.wav,inline-6,inline-6,0.5461153984069824,0.9883300364017487,0.38739234016371726,-1.1415162153383835,inline-6
0xQcOgG7X5U_30_40.wav,inline-6,single-cylinder,0.538995087146759,1.0258986949920654,0.2991740039212799,-1.627493035703138,inline-6
0S3mGlU-mek_30_40.wav,V8,V6,0.8761568665504456,1.145144283771515,0.2609410108251667,-1.0308361126158656,single-cylinder
0S3mGlU-mek_30_40.wav,V8,V8,0.8560096621513367,1.0022748112678528,0.18267718429399488,-0.8006755177544318,single-cylinder
0S3mGlU-mek_30_40.wav,V8,inline-4,0.7348477244377136,0.9824384450912476,0.17709221000505446,-1.3980892815469825,single-cylinder
0S3mGlU-mek_30_40.wav,V8,inline-6,0.8188958764076233,0.9883300364017487,0.38739234016371726,-0.43737096072297194,single-cylinder
0S3mGlU-mek_30_40.wav,V8,single-cylinder,0.9300940632820129,1.0258986949920654,0.2991740039212799,-0.3202304694068976,single-cylinder
-YNzGGdFf0s_30_40.wav,single-cylinder,V6,1.1929426193237305,1.145144283771515,0.2609410108251667,0.1831767854392232,V8
-YNzGGdFf0s_30_40.wav,single-cylinder,V8,1.1969826221466064,1.0022748112678528,0.18267718429399488,1.0658573024937645,V8
-YNzGGdFf0s_30_40.wav,single-cylinder,inline-4,1.0064653158187866,0.9824384450912476,0.17709221000505446,0.1356743513836848,V8
-YNzGGdFf0s_30_40.wav,single-cylinder,inline-6,1.0963493585586548,0.9883300364017487,0.38739234016371726,0.2788370108486288,V8
-YNzGGdFf0s_30_40.wav,single-cylinder,single-cylinder,1.1871235370635986,1.0258986949920654,0.2991740039212799,0.5388999042642604,V8
-tyB1KS6JAE_11_21.wav,inline-4,V6,1.036412000656128,1.145144283771515,0.2609410108251667,-0.4166929635611735,V8
-tyB1KS6JAE_11_21.wav,inline-4,V8,1.03983736038208,1.0022748112678528,0.18267718429399488,0.20562255357393355,V8
-tyB1KS6JAE_11_21.wav,inline-4,inline-4,0.9333519339561462,0.9824384450912476,0.17709221000505446,-0.27718052156952766,V8
-tyB1KS6JAE_11_21.wav,inline-4,inline-6,0.9963076710700989,0.9883300364017487,0.38739234016371726,0.020593165742458314,V8
-tyB1KS6JAE_11_21.wav,inline-4,single-cylinder,1.059186339378357,1.0258986949920654,0.2991740039212799,0.11126516324944566,V8
1O7LB9rRIZs_16_26.wav,single-cylinder,V6,1.2998402118682861,1.145144283771515,0.2609410108251667,0.5928386941078387,inline-4
1O7LB9rRIZs_16_26.wav,single-cylinder,V8,1.29629385471344,1.0022748112678528,0.18267718429399488,1.60950063130162,inline-4
1O7LB9rRIZs_16_26.wav,single-cylinder,inline-4,1.27579665184021,0.9824384450912476,0.17709221000505446,1.6565280129520634,inline-4
1O7LB9rRIZs_16_26.wav,single-cylinder,inline-6,1.3121743202209473,0.9883300364017487,0.38739234016371726,0.8359594401952749,inline-4
1O7LB9rRIZs_16_26.wav,single-cylinder,single-cylinder,1.3578163385391235,1.0258986949920654,0.2991740039212799,1.1094468075320938,inline-4
0kSRn21ZwYA_7_17.wav,V6,V6,1.3129494190216064,1.145144283771515,0.2609410108251667,0.6430768958832723,V8
0kSRn21ZwYA_7_17.wav,V6,V8,1.328524112701416,1.0022748112678528,0.18267718429399488,1.7859334907883622,V8
0kSRn21ZwYA_7_17.wav,V6,inline-4,1.1797258853912354,0.9824384450912476,0.17709221000505446,1.1140379370405786,V8
0kSRn21ZwYA_7_17.wav,V6,inline-6,1.2836153507232666,0.9883300364017487,0.38739234016371726,0.7622383916954227,V8
0kSRn21ZwYA_7_17.wav,V6,single-cylinder,1.3705886602401733,1.0258986949920654,0.2991740039212799,1.1521387578140123,V8
0yQx2Xc6ktk_27_37.wav,single-cylinder,V6,1.0652096271514893,1.145144283771515,0.2609410108251667,-0.3063322870071302,V8
0yQx2Xc6ktk_27_37.wav,single-cylinder,V8,1.067518711090088,1.0022748112678528,0.18267718429399488,0.3571540697563722,V8
0yQx2Xc6ktk_27_37.wav,single-cylinder,inline-4,0.9839772582054138,0.9824384450912476,0.17709221000505446,0.008689332603180795,V8
0yQx2Xc6ktk_27_37.wav,single-cylinder,inline-6,1.034534215927124,0.9883300364017487,0.38739234016371726,0.11926972925135498,V8
0yQx2Xc6ktk_27_37.wav,single-cylinder,single-cylinder,1.1044888496398926,1.0258986949920654,0.2991740039212799,0.26269045310670164,V8
-cL8__7nd84_17_27.wav,V8,V6,1.267788290977478,1.145144283771515,0.2609410108251667,0.47000663796821096,V8
-cL8__7nd84_17_27.wav,V8,V8,1.285430669784546,1.0022748112678528,0.18267718429399488,1.5500340647959137,V8
-cL8__7nd84_17_27.wav,V8,inline-4,1.1263461112976074,0.9824384450912476,0.17709221000505446,0.812614322235024,V8
-cL8__7nd84_17_27.wav,V8,inline-6,1.2042818069458008,0.9883300364017487,0.38739234016371726,0.5574497690191499,V8
-cL8__7nd84_17_27.wav,V8,single-cylinder,1.2374569177627563,1.0258986949920654,0.2991740039212799,0.7071410617159007,V8
-pQBAic4UTA_0_10.wav,inline-4,V6,0.9527827501296997,1.145144283771515,0.2609410108251667,-0.7371839828224606,inline-6
-pQBAic4UTA_0_10.wav,inline-4,V8,0.9627413749694824,1.0022748112678528,0.18267718429399488,-0.21641146074786494,inline-6
-pQBAic4UTA_0_10.wav,inline-4,inline-4,0.9357953071594238,0.9824384450912476,0.17709221000505446,-0.26338334097526067,inline-6
-pQBAic4UTA_0_10.wav,inline-4,inline-6,0.9330216646194458,0.9883300364017487,0.38739234016371726,-0.1427709483334874,inline-6
-pQBAic4UTA_0_10.wav,inline-4,single-cylinder,0.9011062979698181,1.0258986949920654,0.2991740039212799,-0.41712313030741566,inline-6
4nX1nMHxnkE_20_30.wav,inline-6,V6,1.6910889148712158,1.145144283771515,0.2609410108251667,2.09221474759094,V8
4nX1nMHxnkE_20_30.wav,inline-6,V8,1.6611328125,1.0022748112678528,0.18267718429399488,3.60667920177597,V8
4nX1nMHxnkE_20_30.wav,inline-6,inline-4,1.530824899673462,0.9824384450912476,0.17709221000505446,3.0966153427446788,V8
4nX1nMHxnkE_20_30.wav,inline-6,inline-6,1.6767655611038208,0.9883300364017487,0.38739234016371726,1.7771015410659126,V8
4nX1nMHxnkE_20_30.wav,inline-6,single-cylinder,1.8175429105758667,1.0258986949920654,0.2991740039212799,2.6460996116230153,V8
-UcTQgyfxBQ_30_40.wav,V6,V6,0.8399055004119873,1.145144283771515,0.2609410108251667,-1.1697616346095971,inline-6
-UcTQgyfxBQ_30_40.wav,V6,V8,0.8340870141983032,1.0022748112678528,0.18267718429399488,-0.9206831040206611,inline-6
-UcTQgyfxBQ_30_40.wav,V6,inline-4,0.7888543605804443,0.9824384450912476,0.17709221000505446,-1.093125917313235,inline-6
-UcTQgyfxBQ_30_40.wav,V6,inline-6,0.8441213965415955,0.9883300364017487,0.38739234016371726,-0.3722547528926583,inline-6
-UcTQgyfxBQ_30_40.wav,V6,single-cylinder,0.8409819006919861,1.0258986949920654,0.2991740039212799,-0.6180911171304025,inline-6
4IZJXS18go8_30_40.wav,inline-4,V6,1.064144492149353,1.145144283771515,0.2609410108251667,-0.3104141865857667,V8
4IZJXS18go8_30_40.wav,inline-4,V8,1.0732958316802979,1.0022748112678528,0.18267718429399488,0.3887788214325993,V8
4IZJXS18go8_30_40.wav,inline-4,inline-4,0.9771285653114319,0.9824384450912476,0.17709221000505446,-0.02998370046691564,V8
4IZJXS18go8_30_40.wav,inline-4,inline-6,1.0145241022109985,0.9883300364017487,0.38739234016371726,0.06761637516678805,V8
4IZJXS18go8_30_40.wav,inline-4,single-cylinder,1.0698626041412354,1.0258986949920654,0.2991740039212799,0.14695096690532616,V8
