filename,true,class,Rtrim,Z
1_vBCN7D6Tw_29_39.wav,V6,V6,26.129344940185547,1.7724921622806393
1_vBCN7D6Tw_29_39.wav,V6,V8,25.308521270751953,1.0752940318645179
1_vBCN7D6Tw_29_39.wav,V6,inline-4,26.382165908813477,0.8336001033699578
1_vBCN7D6Tw_29_39.wav,V6,inline-6,30.406478881835938,1.5295611684225754
1_vBCN7D6Tw_29_39.wav,V6,single-cylinder,27.899524688720703,1.5797374410716418
-h_Jo-4R1qw_20_30.wav,V6,V6,19.616893768310547,0.31534625291217244
-h_Jo-4R1qw_20_30.wav,V6,V8,18.359394073486328,-0.13786897957176192
-h_Jo-4R1qw_20_30.wav,V6,inline-4,25.343246459960938,0.6888688825202445
-h_Jo-4R1qw_20_30.wav,V6,inline-6,22.617366790771484,0.28744413068401997
-h_Jo-4R1qw_20_30.wav,V6,single-cylinder,25.081762313842773,1.014329861098082
1foVwA6Mn8E_30_40.wav,V8,V6,31.517139434814453,2.977998737480977
1foVwA6Mn8E_30_40.wav,V8,V8,47.78654098510742,4.999456205571984
1foVwA6Mn8E_30_40.wav,V8,inline-4,58.35445022583008,5.287639102896625
1foVwA6Mn8E_30_40.wav,V8,inline-6,38.603092193603516,2.8366617631079203
1foVwA6Mn8E_30_40.wav,V8,single-cylinder,31.768444061279297,2.356068461406862
42UW0kaXlOQ_13_23.wav,V6,V6,27.359142303466797,2.0476564821294234
42UW0kaXlOQ_13_23.wav,V6,V8,25.897815704345703,1.1781717299389662
42UW0kaXlOQ_13_23.wav,V6,inline-4,26.3188419342041,0.8247784799376566
42UW0kaXlOQ_13_23.wav,V6,inline-6,26.631572723388672,0.927583022460271
42UW0kaXlOQ_13_23.wav,V6,single-cylinder,19.91285514831543,-0.022854579160268878
4pYYYQhXgco_2_12.wav,inline-4,V6,34.502071380615234,3.6458703667303074
4pYYYQhXgco_2_12.wav,inline-4,V8,30.438274383544922,1.970834803760202
4pYYYQhXgco_2_12.wav,inline-4,inline-4,33.98253631591797,1.8924029673891094
4pYYYQhXgco_2_12.wav,inline-4,inline-6,34.039249420166016,2.1088731781997776
4pYYYQhXgco_2_12.wav,inline-4,single-cylinder,30.27740478515625,2.05687896399767
1kqxjQKy0rw_30_40.wav,V8,V6,17.979936599731445,-0.050919133046902335
1kqxjQKy0rw_30_40.wav,V8,V8,16.856992721557617,-0.400154831701359
1kqxjQKy0rw_30_40.wav,V8,inline-4,12.32795524597168,-1.124283223926252
1kqxjQKy0rw_30_40.wav,V8,inline-6,21.30983543395996,0.07893423164993701
1kqxjQKy0rw_30_40.wav,V8,single-cylinder,14.306589126586914,-1.1477987306949908
4Mhv2oHk2g4_30_40.wav,V8,V6,20.18219566345215,0.44183124639991134
4Mhv2oHk2g4_30_40.wav,V8,V8,23.922698974609375,0.8333602893413694
4Mhv2oHk2g4_30_40.wav,V8,inline-4,22.265579223632812,0.2601209781712551
4Mhv2oHk2g4_30_40.wav,V8,inline-6,17.787830352783203,-0.4827141908127531
4Mhv2oHk2g4_30_40.wav,V8,single-cylinder,20.51215934753418,0.0974008192258158
22SjMzMC25w_20_30.wav,inline-4,V6,24.47785186767578,1.4029744013873748
22SjMzMC25w_20_30.wav,inline-4,V8,24.170686721801758,0.8766534330186919
22SjMzMC25w_20_30.wav,inline-4,inline-4,25.317481994628906,0.6852796509141141
22SjMzMC25w_20_30.wav,inline-4,inline-6,28.311864852905273,1.1955364756972429
22SjMzMC25w_20_30.wav,inline-4,single-cylinder,24.563505172729492,0.9103372325594281
25rWG0SUG2o_30_40.wav,V8,V6,16.470117568969727,-0.3887376542915986
25rWG0SUG2o_30_40.wav,V8,V8,15.719085693359375,-0.5988080838114485
25rWG0SUG2o_30_40.wav,V8,inline-4,22.4432430267334,0.28487121184139275
25rWG0SUG2o_30_40.wav,V8,inline-6,20.356611251831055,-0.07307487844683498
25rWG0SUG2o_30_40.wav,V8,single-cylinder,21.08003044128418,0.2113489021858048
0sBL9MYh9fo_12_22.wav,single-cylinder,V6,36.246944427490234,4.036281681229143
0sBL9MYh9fo_12_22.wav,single-cylinder,V8,22.396032333374023,0.5668382575286317
0sBL9MYh9fo_12_22.wav,single-cylinder,inline-4,22.039459228515625,0.2286203425945629
0sBL9MYh9fo_12_22.wav,single-cylinder,inline-6,28.355289459228516,1.2024613270462259
0sBL9MYh9fo_12_22.wav,single-cylinder,single-cylinder,19.470043182373047,-0.11170850249994134
0S3mGlU-mek_30_40.wav,V8,V6,19.06280517578125,0.19137020998710264
0S3mGlU-mek_30_40.wav,V8,V8,18.409564971923828,-0.12911025685636093
0S3mGlU-mek_30_40.wav,V8,inline-4,17.14603614807129,-0.45307937661764175
0S3mGlU-mek_30_40.wav,V8,inline-6,14.807954788208008,-0.9579101009275636
0S3mGlU-mek_30_40.wav,V8,single-cylinder,20.300548553466797,0.05493934410760059
-tyB1KS6JAE_11_21.wav,inline-4,V6,20.994903564453125,0.6236727623208749
-tyB1KS6JAE_11_21.wav,inline-4,V8,24.82377815246582,0.990668667490066
-tyB1KS6JAE_11_21.wav,inline-4,inline-4,21.850553512573242,0.20230400505364265
-tyB1KS6JAE_11_21.wav,inline-4,inline-6,28.74017906188965,1.2638390460371054
-tyB1KS6JAE_11_21.wav,inline-4,single-cylinder,19.05744743347168,-0.19449928925100896
0yQx2Xc6ktk_27_37.wav,single-cylinder,V6,23.86558723449707,1.2659816037230691
0yQx2Xc6ktk_27_37.wav,single-cylinder,V8,28.210983276367188,1.5819993269837502
0yQx2Xc6ktk_27_37.wav,single-cylinder,inline-4,31.596561431884766,1.560014293498865
0yQx2Xc6ktk_27_37.wav,single-cylinder,inline-6,25.94244384765625,0.8176887613766717
0yQx2Xc6ktk_27_37.wav,single-cylinder,single-cylinder,29.775554656982422,1.9561785397851856
0hsETv7rwW0_10_20.wav,V8,V6,18.50534439086914,0.06663964680437014
0hsETv7rwW0_10_20.wav,V8,V8,18.419679641723633,-0.12734446053033557
0hsETv7rwW0_10_20.wav,V8,inline-4,16.324726104736328,-0.5674955668230403
0hsETv7rwW0_10_20.wav,V8,inline-6,15.831181526184082,-0.7947377970949149
0hsETv7rwW0_10_20.wav,V8,single-cylinder,19.774288177490234,-0.050659200421823855
-cL8__7nd84_17_27.wav,V8,V6,10.149930000305176,-1.8028650264695765
-cL8__7nd84_17_27.wav,V8,V8,12.645880699157715,-1.1353213062192538
-cL8__7nd84_17_27.wav,V8,inline-4,10.530668258666992,-1.374662153858896
-cL8__7nd84_17_27.wav,V8,inline-6,11.007871627807617,-1.5639031824460052
-cL8__7nd84_17_27.wav,V8,single-cylinder,11.650710105895996,-1.6807230621359819
0YMv3RUxGQM_0_10.wav,V6,V6,18.899263381958008,0.15477811131472083
0YMv3RUxGQM_0_10.wav,V6,V8,15.791191101074219,-0.5862200837531676
0YMv3RUxGQM_0_10.wav,V6,inline-4,17.233064651489258,-0.4409554900523091
