filename,true,class,Rtrim,Z
44uH0cqsoTA_30_40.wav,single-cylinder,V6,22.499422073364258,-0.37856645275575435
44uH0cqsoTA_30_40.wav,single-cylinder,V8,24.305837631225586,-0.07161106296164682
44uH0cqsoTA_30_40.wav,single-cylinder,inline-4,24.11170768737793,-0.17175158174364005
44uH0cqsoTA_30_40.wav,single-cylinder,inline-6,22.14246368408203,-0.5894141945818787
44uH0cqsoTA_30_40.wav,single-cylinder,single-cylinder,22.26858901977539,-0.6404496248989411
4K4Aexb-tqE_16_26.wav,V6,V6,17.239765167236328,-1.461821907447667
4K4Aexb-tqE_16_26.wav,V6,V8,17.737972259521484,-1.1638581583624608
4K4Aexb-tqE_16_26.wav,V6,inline-4,16.275083541870117,-1.2793548359240756
4K4Aexb-tqE_16_26.wav,V6,inline-6,18.322647094726562,-1.1963883948441516
4K4Aexb-tqE_16_26.wav,V6,single-cylinder,17.388017654418945,-1.5548704196502143
1_xkkrTF0DI_22_32.wav,inline-6,V6,25.785938262939453,0.29830974902515667
1_xkkrTF0DI_22_32.wav,inline-6,V8,25.35791778564453,0.10335164223381284
1_xkkrTF0DI_22_32.wav,inline-6,inline-4,22.457223892211914,-0.4055910005404605
1_xkkrTF0DI_22_32.wav,inline-6,inline-6,34.870853424072266,1.4331447430870876
1_xkkrTF0DI_22_32.wav,inline-6,single-cylinder,32.4514274597168,1.2674006086146492
0qsEGnrd_po_10_20.wav,inline-6,V6,20.090391159057617,-0.8747197047680143
0qsEGnrd_po_10_20.wav,inline-6,V8,21.4860782623291,-0.5405418047023703
0qsEGnrd_po_10_20.wav,inline-6,inline-4,19.971866607666016,-0.7568634062410796
0qsEGnrd_po_10_20.wav,inline-6,inline-6,18.988082885742188,-1.0906497166565285
0qsEGnrd_po_10_20.wav,inline-6,single-cylinder,19.803009033203125,-1.102399147212623
-IJy5rdamhY_28_38.wav,single-cylinder,V6,24.502544403076172,0.033987679348851246
-IJy5rdamhY_28_38.wav,single-cylinder,V8,24.960758209228516,0.037303334419845326
-IJy5rdamhY_28_38.wav,single-cylinder,inline-4,24.189096450805664,-0.1608137028026558
-IJy5rdamhY_28_38.wav,single-cylinder,inline-6,26.575021743774414,0.114925482588811
-IJy5rdamhY_28_38.wav,single-cylinder,single-cylinder,25.20221710205078,-0.09080690447065391
0pCUbVd4F-o_0_10.wav,V8,V6,35.72489929199219,2.3452937901606052
0pCUbVd4F-o_0_10.wav,V8,V8,35.7147216796875,1.825705608202699
